,Formatted Date,Temperature (C),Apparent Temperature (C),Visibility (km),Summary,Precip Type
49,2006-02-18,5.8939814814814815,3.5543981481481484,11.822095833333334,Mostly Cloudy,rain
50,2006-02-19,7.663425925925925,5.844212962962963,12.223925000000001,Partly Cloudy,rain
51,2006-02-20,8.063657407407408,6.05162037037037,11.689941666666668,Mostly Cloudy,rain
52,2006-02-21,7.004166666666666,5.686342592592593,8.6779,Overcast,rain
53,2006-02-22,4.846990740740741,2.6814814814814816,9.502354166666667,Mostly Cloudy,rain
54,2006-02-23,1.9636574074074076,-0.47407407407407387,8.742970833333333,Mostly Cloudy,rain
55,2006-02-24,3.3557870370370364,-0.6622685185185185,10.058475,Overcast,rain
56,2006-02-25,1.7509259259259256,0.859722222222222,6.549345833333334,Overcast,rain
57,2006-02-26,0.588425925925926,-2.890509259259259,6.394383333333334,Overcast,rain
58,2006-02-27,-2.0777777777777775,-5.993981481481481,10.391879166666667,Mostly Cloudy,snow
59,2006-02-28,-3.582175925925926,-8.411574074074073,7.68775,Overcast,snow
60,2006-03-01,-2.5400462962962957,-6.679166666666666,8.739616666666667,Partly Cloudy,snow
61,2006-03-02,-1.770138888888889,-4.858564814814815,6.5587375,Foggy,snow
62,2006-03-03,-0.6562500000000001,-4.815509259259259,10.204045833333334,Partly Cloudy,rain
63,2006-03-04,7.493981481481481,4.509722222222223,12.372179166666667,Mostly Cloudy,rain
64,2006-03-05,2.7493055555555554,-1.2432870370370368,8.1083625,Overcast,rain
65,2006-03-06,-1.0752314814814814,-5.250925925925926,6.577520833333334,Clear,snow
66,2006-03-07,-0.9900462962962964,-6.129166666666666,11.244508333333334,Partly Cloudy,snow
67,2006-03-08,-1.2423611111111112,-4.697222222222222,10.932570833333335,Clear,snow
68,2006-03-09,0.5631944444444442,-4.314120370370371,10.069208333333334,Overcast,rain
69,2006-03-10,4.463425925925926,2.1097222222222225,9.105220833333334,Overcast,rain
70,2006-03-11,4.631944444444445,2.4717592592592594,8.044633333333334,Overcast,rain
71,2006-03-12,2.685185185185185,-2.2354166666666666,9.232008333333333,Breezy and Overcast,rain
72,2006-03-13,-1.4967592592592593,-8.533564814814815,4.278575,Breezy and Foggy,snow
73,2006-03-14,-0.17361111111111083,-4.509722222222222,6.264241666666667,Overcast,rain
74,2006-03-15,1.210185185185185,0.04236111111111124,8.459879166666667,Overcast,rain
75,2006-03-16,2.777083333333334,2.423842592592593,4.858175,Overcast,rain
76,2006-03-17,3.309259259259259,1.5203703703703704,7.765566666666667,Mostly Cloudy,rain
77,2006-03-18,3.272916666666667,2.8328703703703706,9.547970833333334,Mostly Cloudy,rain
78,2006-03-19,3.775,2.2509259259259258,8.6135,Clear,rain
79,2006-03-20,5.810185185185186,4.137731481481482,8.316320833333334,Clear,rain
80,2006-03-21,9.02962962962963,7.932407407407408,10.8936625,Overcast,rain
81,2006-03-22,11.01898148148148,10.41412037037037,12.211179166666668,Overcast,rain
82,2006-03-23,5.435185185185184,1.1414351851851852,10.015541666666667,Overcast,rain
83,2006-03-24,3.046990740740741,-0.49259259259259297,12.166904166666667,Partly Cloudy,rain
84,2006-03-25,7.516666666666667,5.502546296296296,11.8516125,Mostly Cloudy,rain
85,2006-03-26,12.522916666666667,12.099768518518518,11.080154166666667,Overcast,rain
86,2006-03-27,14.115277777777777,13.77361111111111,11.43905,Partly Cloudy,rain
87,2006-03-28,13.744444444444445,13.431944444444445,12.203129166666669,Mostly Cloudy,rain
88,2006-03-29,10.436574074074075,8.74976851851852,12.242708333333333,Partly Cloudy,rain
89,2006-03-30,11.236574074074076,9.859722222222222,12.069633333333334,Partly Cloudy,rain
90,2006-03-31,10.437037037037037,9.617824074074074,12.2138625,Mostly Cloudy,rain
91,2006-04-01,12.683101851851852,12.208333333333334,12.415783333333332,Partly Cloudy,rain
92,2006-04-02,12.396296296296297,12.157175925925927,12.207825,Partly Cloudy,rain
93,2006-04-03,12.326157407407408,12.010416666666666,11.1069875,Partly Cloudy,rain
94,2006-04-04,8.624305555555555,7.1685185185185185,10.774254166666667,Partly Cloudy,rain
95,2006-04-05,10.767824074074076,10.270833333333334,10.131595833333334,Overcast,rain
96,2006-04-06,6.427546296296296,3.659490740740741,8.915375000000001,Overcast,rain
97,2006-04-07,6.779629629629629,4.974537037037037,11.306225,Partly Cloudy,rain
98,2006-04-08,8.107870370370371,7.523611111111111,11.333729166666666,Clear,rain
99,2006-04-09,10.68773148148148,10.008564814814815,11.517537500000001,Partly Cloudy,rain
100,2006-04-10,14.461574074074074,13.95162037037037,11.665120833333333,Mostly Cloudy,rain
101,2006-04-11,11.92962962962963,10.785185185185185,7.966816666666667,Overcast,rain
102,2006-04-12,8.294907407407408,5.869212962962963,11.039904166666666,Overcast,rain
103,2006-04-13,7.440277777777777,5.468981481481482,11.446429166666666,Overcast,rain
104,2006-04-14,11.166203703703703,10.870833333333332,11.113025,Mostly Cloudy,rain
105,2006-04-15,12.755092592592591,12.379629629629628,12.0770125,Mostly Cloudy,rain
106,2006-04-16,14.27962962962963,14.27962962962963,12.444629166666667,Mostly Cloudy,rain
107,2006-04-17,13.44675925925926,13.261805555555554,11.956933333333334,Partly Cloudy,rain
108,2006-04-18,14.228703703703703,14.228703703703703,10.375108333333333,Partly Cloudy,rain
109,2006-04-19,13.880324074074075,13.880324074074075,10.666920833333334,Overcast,rain
110,2006-04-20,12.495370370370372,12.433564814814815,4.261804166666667,Foggy,rain
111,2006-04-21,13.240046296296297,13.185416666666667,5.896625,Partly Cloudy,rain
112,2006-04-22,13.874305555555557,13.874305555555557,8.660458333333333,Partly Cloudy,rain
113,2006-04-23,15.851851851851853,15.818518518518518,8.799991666666667,Partly Cloudy,rain
114,2006-04-24,17.066203703703703,17.066203703703703,9.714337500000001,Partly Cloudy,rain
115,2006-04-25,17.343287037037037,17.29236111111111,11.744279166666667,Mostly Cloudy,rain
116,2006-04-26,18.037731481481483,18.037731481481483,11.797274999999999,Mostly Cloudy,rain
117,2006-04-27,16.292592592592595,16.292592592592595,11.132479166666668,Mostly Cloudy,rain
118,2006-04-28,16.5912037037037,16.5912037037037,11.915341666666668,Mostly Cloudy,rain
119,2006-04-29,13.822685185185186,13.822685185185186,11.911316666666666,Mostly Cloudy,rain
120,2006-04-30,13.752083333333333,13.592824074074073,12.507687500000001,Mostly Cloudy,rain
121,2006-05-01,12.210185185185184,12.210185185185184,10.687045833333334,Overcast,rain
122,2006-05-02,13.711574074074074,13.711574074074074,11.316958333333334,Overcast,rain
123,2006-05-03,13.524305555555555,13.496296296296295,12.172941666666667,Mostly Cloudy,rain
124,2006-05-04,12.930324074074074,12.526388888888889,12.268870833333333,Partly Cloudy,rain
125,2006-05-05,13.694907407407406,13.308564814814815,11.797274999999999,Clear,rain
126,2006-05-06,10.655324074074075,10.169212962962963,12.215204166666666,Partly Cloudy,rain
127,2006-05-07,12.609027777777778,12.280787037037037,11.506133333333333,Partly Cloudy,rain
128,2006-05-08,13.565972222222221,13.565972222222221,12.228620833333332,Partly Cloudy,rain
129,2006-05-09,14.939351851851853,14.88935185185185,10.222829166666667,Partly Cloudy,rain
130,2006-05-10,15.049768518518519,14.965972222222222,11.914000000000001,Partly Cloudy,rain
131,2006-05-11,11.96851851851852,11.540277777777776,10.74675,Mostly Cloudy,rain
132,2006-05-12,14.942592592592591,14.905092592592593,10.077258333333333,Partly Cloudy,rain
133,2006-05-13,17.013194444444444,16.88773148148148,11.8838125,Mostly Cloudy,rain
134,2006-05-14,17.121296296296297,17.121296296296297,12.417125,Mostly Cloudy,rain
135,2006-05-15,15.795138888888891,15.795138888888891,11.795933333333332,Partly Cloudy,rain
136,2006-05-16,18.40648148148148,18.38310185185185,11.753,Partly Cloudy,rain
137,2006-05-17,16.46990740740741,16.46990740740741,12.564708333333334,Partly Cloudy,rain
138,2006-05-18,17.971527777777776,17.971527777777776,11.565166666666668,Partly Cloudy,rain
139,2006-05-19,18.241203703703704,18.241203703703704,12.274908333333334,Mostly Cloudy,rain
140,2006-05-20,18.49328703703704,18.49328703703704,12.176295833333334,Mostly Cloudy,rain
141,2006-05-21,17.675462962962964,17.675462962962964,12.582820833333335,Mostly Cloudy,rain
142,2006-05-22,20.782638888888886,20.75810185185185,12.4131,Partly Cloudy,rain
143,2006-05-23,23.3412037037037,23.246990740740742,11.883141666666667,Mostly Cloudy,rain
144,2006-05-24,17.89513888888889,17.89513888888889,11.716104166666668,Mostly Cloudy,rain
145,2006-05-25,15.51296296296296,15.51296296296296,12.187029166666667,Partly Cloudy,rain
146,2006-05-26,17.269675925925927,17.269675925925927,12.278933333333333,Mostly Cloudy,rain
147,2006-05-27,18.58564814814815,18.58564814814815,12.547266666666667,Mostly Cloudy,rain
148,2006-05-28,18.31203703703704,18.31203703703704,11.233775000000001,Mostly Cloudy,rain
149,2006-05-29,14.004861111111111,14.004861111111111,11.345133333333335,Overcast,rain
150,2006-05-30,11.269907407407407,11.121296296296295,9.936383333333334,Overcast,rain
151,2006-05-31,11.20925925925926,10.408796296296297,12.481525,Partly Cloudy,rain
152,2006-06-01,13.07314814814815,12.852083333333333,12.021333333333333,Overcast,rain
153,2006-06-02,11.383333333333333,11.171527777777778,10.721258333333333,Overcast,rain
154,2006-06-03,12.22037037037037,12.144212962962962,12.4593875,Overcast,rain
155,2006-06-04,12.162962962962963,12.162962962962963,8.741629166666668,Overcast,rain
156,2006-06-05,12.426851851851852,11.823148148148148,12.003220833333332,Partly Cloudy,rain
157,2006-06-06,13.886342592592591,13.886342592592591,11.3686125,Partly Cloudy,rain
158,2006-06-07,13.28888888888889,13.28888888888889,12.725708333333335,Overcast,rain
159,2006-06-08,13.387268518518518,13.387268518518518,12.307108333333334,Mostly Cloudy,rain
160,2006-06-09,15.483333333333333,15.483333333333333,12.270883333333332,Mostly Cloudy,rain
161,2006-06-10,11.251157407407407,11.114583333333334,11.865029166666666,Mostly Cloudy,rain
162,2006-06-11,14.418750000000001,14.379398148148148,9.7223875,Partly Cloudy,rain
163,2006-06-12,18.579398148148147,18.579398148148147,10.279179166666667,Mostly Cloudy,rain
164,2006-06-13,18.391435185185184,18.391435185185184,11.916683333333333,Mostly Cloudy,rain
165,2006-06-14,17.457175925925927,17.457175925925927,12.306437500000001,Partly Cloudy,rain
166,2006-06-15,18.942592592592593,18.942592592592593,12.1816625,Partly Cloudy,rain
167,2006-06-16,21.848842592592593,21.671064814814812,12.0589,Partly Cloudy,rain
168,2006-06-17,23.775000000000002,23.81226851851852,11.693966666666666,Partly Cloudy,rain
169,2006-06-18,24.166666666666668,24.607407407407408,11.949554166666667,Partly Cloudy,rain
170,2006-06-19,25.27060185185185,25.795370370370367,10.439508333333334,Partly Cloudy,rain
171,2006-06-20,24.78865740740741,25.493055555555557,11.930100000000001,Partly Cloudy,rain
172,2006-06-21,24.63564814814815,24.997916666666665,11.956933333333334,Partly Cloudy,rain
173,2006-06-22,25.3625,25.803703703703704,11.748975,Partly Cloudy,rain
174,2006-06-23,22.240972222222222,22.449305555555554,12.0971375,Mostly Cloudy,rain
175,2006-06-24,23.122685185185187,23.42962962962963,11.4571625,Partly Cloudy,rain
176,2006-06-25,25.204398148148147,26.05185185185185,11.2116375,Partly Cloudy,rain
177,2006-06-26,26.743518518518524,27.46041666666667,11.309579166666666,Clear,rain
178,2006-06-27,27.45,28.388657407407408,11.401483333333333,Partly Cloudy,rain
179,2006-06-28,26.16157407407407,27.104166666666668,12.013283333333334,Partly Cloudy,rain
180,2006-06-29,23.51736111111111,23.952546296296294,11.638958333333333,Mostly Cloudy,rain
181,2006-06-30,19.99722222222222,19.99722222222222,12.142083333333334,Partly Cloudy,rain
182,2006-07-01,19.15509259259259,19.15509259259259,12.034079166666666,Mostly Cloudy,rain
183,2006-07-02,19.56388888888889,19.56388888888889,11.739583333333334,Mostly Cloudy,rain
184,2006-07-03,19.140046296296294,19.140046296296294,9.810266666666667,Overcast,rain
185,2006-07-04,20.396296296296295,20.396296296296295,9.991391666666667,Partly Cloudy,rain
186,2006-07-05,21.75601851851852,21.566435185185185,10.579041666666667,Partly Cloudy,rain
187,2006-07-06,23.204166666666666,22.993750000000002,11.8556375,Partly Cloudy,rain
188,2006-07-07,24.761342592592595,24.412499999999998,12.119275,Clear,rain
189,2006-07-08,23.08888888888889,22.983101851851853,11.671158333333333,Partly Cloudy,rain
190,2006-07-09,22.07847222222222,22.04467592592593,11.858320833333332,Partly Cloudy,rain
191,2006-07-10,23.993518518518517,23.834027777777777,11.3444625,Partly Cloudy,rain
192,2006-07-11,24.454398148148147,24.40578703703704,11.6865875,Partly Cloudy,rain
193,2006-07-12,24.169444444444448,24.095138888888886,12.080366666666668,Partly Cloudy,rain
194,2006-07-13,23.652314814814815,23.541203703703705,12.070304166666666,Partly Cloudy,rain
195,2006-07-14,24.2474537037037,24.259259259259256,11.828133333333334,Partly Cloudy,rain
196,2006-07-15,23.002314814814813,22.950000000000003,11.9200375,Mostly Cloudy,rain
197,2006-07-16,20.344675925925923,20.344675925925923,12.411758333333333,Mostly Cloudy,rain
198,2006-07-17,19.986574074074074,19.956481481481482,12.180991666666666,Partly Cloudy,rain
199,2006-07-18,21.506944444444443,21.24189814814815,11.6262125,Clear,rain
200,2006-07-19,24.233101851851853,23.80787037037037,11.152604166666665,Clear,rain
201,2006-07-20,25.90625,25.548379629629633,11.396116666666666,Clear,rain
202,2006-07-21,26.662268518518516,26.70648148148148,11.997183333333334,Clear,rain
203,2006-07-22,26.391666666666666,26.525462962962962,11.920708333333332,Partly Cloudy,rain
204,2006-07-23,24.799305555555552,25.321296296296296,10.198008333333332,Partly Cloudy,rain
205,2006-07-24,24.775694444444444,25.365046296296295,10.487137500000001,Clear,rain
206,2006-07-25,25.69189814814815,25.82199074074074,11.227737500000002,Partly Cloudy,rain
207,2006-07-26,26.221064814814813,26.77615740740741,11.019108333333334,Partly Cloudy,rain
208,2006-07-27,26.69861111111111,26.854166666666668,11.151933333333334,Mostly Cloudy,rain
209,2006-07-28,27.131481481481483,27.14814814814815,11.082166666666666,Partly Cloudy,rain
210,2006-07-29,26.12222222222222,26.329166666666666,11.627554166666668,Partly Cloudy,rain
211,2006-07-30,22.987499999999997,23.23726851851852,11.510829166666667,Partly Cloudy,rain
212,2006-07-31,25.125694444444445,25.130092592592593,10.695095833333333,Clear,rain
213,2006-08-01,25.817592592592593,25.950925925925926,11.8636875,Mostly Cloudy,rain
214,2006-08-02,20.787499999999998,20.787499999999998,12.480854166666667,Mostly Cloudy,rain
215,2006-08-03,20.045601851851853,20.045601851851853,11.233775000000001,Mostly Cloudy,rain
216,2006-08-04,18.319675925925925,18.319675925925925,10.339554166666668,Mostly Cloudy,rain
217,2006-08-05,16.921296296296294,16.921296296296294,10.305341666666667,Partly Cloudy,rain
218,2006-08-06,18.56712962962963,18.56712962962963,11.2196875,Partly Cloudy,rain
219,2006-08-07,18.776157407407407,18.776157407407407,11.067408333333333,Mostly Cloudy,rain
220,2006-08-08,18.3875,18.3875,11.223041666666667,Partly Cloudy,rain
221,2006-08-09,19.659027777777776,19.659027777777776,12.0045625,Partly Cloudy,rain
222,2006-08-10,18.863194444444446,18.863194444444446,11.889850000000001,Mostly Cloudy,rain
223,2006-08-11,19.829398148148147,19.829398148148147,12.232645833333335,Partly Cloudy,rain
224,2006-08-12,18.475694444444446,18.475694444444446,11.776479166666666,Mostly Cloudy,rain
225,2006-08-13,18.25949074074074,18.25949074074074,9.892108333333333,Overcast,rain
226,2006-08-14,18.774537037037035,18.774537037037035,10.329491666666668,Mostly Cloudy,rain
227,2006-08-15,19.475231481481483,19.475231481481483,12.463412499999999,Partly Cloudy,rain
228,2006-08-16,21.613657407407405,21.550462962962964,12.018650000000001,Partly Cloudy,rain
229,2006-08-17,23.958564814814817,24.116435185185185,12.248075,Clear,rain
230,2006-08-18,24.934027777777775,25.33842592592593,11.764404166666667,Mostly Cloudy,rain
231,2006-08-19,25.12824074074074,25.401851851851855,11.818741666666668,Clear,rain
232,2006-08-20,25.985185185185184,26.614120370370372,12.158183333333334,Clear,rain
233,2006-08-21,19.04074074074074,19.04074074074074,12.1937375,Mostly Cloudy,rain
234,2006-08-22,19.039120370370373,19.039120370370373,11.612125,Partly Cloudy,rain
235,2006-08-23,17.49074074074074,17.49074074074074,11.564495833333334,Partly Cloudy,rain
236,2006-08-24,19.250694444444445,19.250694444444445,10.675641666666666,Partly Cloudy,rain
237,2006-08-25,19.236805555555556,19.236805555555556,11.6342625,Mostly Cloudy,rain
238,2006-08-26,18.607407407407408,18.607407407407408,11.751658333333333,Partly Cloudy,rain
239,2006-08-27,19.65324074074074,19.65324074074074,11.673841666666666,Partly Cloudy,rain
240,2006-08-28,16.69560185185185,16.69560185185185,11.098266666666667,Mostly Cloudy,rain
241,2006-08-29,15.048379629629629,15.048379629629629,11.585291666666668,Partly Cloudy,rain
242,2006-08-30,12.855555555555556,12.855555555555556,11.410204166666666,Overcast,rain
243,2006-08-31,14.34351851851852,14.34351851851852,11.578583333333334,Mostly Cloudy,rain
244,2006-09-01,15.544212962962964,15.544212962962964,11.735558333333332,Partly Cloudy,rain
245,2006-09-02,17.44560185185185,17.44560185185185,9.989379166666668,Partly Cloudy,rain
246,2006-09-03,19.865046296296295,19.865046296296295,10.2013625,Mostly Cloudy,rain
247,2006-09-04,23.385185185185183,23.56064814814815,11.922720833333335,Partly Cloudy,rain
248,2006-09-05,21.69236111111111,21.69560185185185,11.946870833333334,Partly Cloudy,rain
249,2006-09-06,18.31226851851852,18.31226851851852,11.00435,Partly Cloudy,rain
250,2006-09-07,19.65833333333333,19.664583333333333,10.52135,Partly Cloudy,rain
251,2006-09-08,17.445138888888888,17.445138888888888,12.058900000000001,Mostly Cloudy,rain
252,2006-09-09,15.063194444444443,15.020833333333334,12.339979166666666,Partly Cloudy,rain
253,2006-09-10,15.977546296296296,15.934953703703705,11.416241666666666,Clear,rain
254,2006-09-11,16.37013888888889,16.288657407407406,11.929429166666667,Clear,rain
255,2006-09-12,16.39837962962963,16.357407407407408,9.358795833333334,Partly Cloudy,rain
256,2006-09-13,18.450462962962963,18.450462962962963,11.3988,Partly Cloudy,rain
257,2006-09-14,19.350694444444443,19.331018518518515,11.6242,Partly Cloudy,rain
258,2006-09-15,20.37291666666667,20.37291666666667,11.934125,Mostly Cloudy,rain
259,2006-09-16,20.847453703703703,20.847453703703703,11.365258333333331,Mostly Cloudy,rain
260,2006-09-17,19.823842592592595,19.823842592592595,11.247191666666666,Mostly Cloudy,rain
261,2006-09-18,19.863657407407405,19.863657407407405,11.528941666666666,Mostly Cloudy,rain
262,2006-09-19,17.318287037037038,17.318287037037038,8.622891666666666,Overcast,rain
263,2006-09-20,17.797916666666666,17.797916666666666,5.377400000000001,Partly Cloudy,rain
264,2006-09-21,17.861342592592592,17.861342592592592,9.981329166666667,Partly Cloudy,rain
265,2006-09-22,16.644907407407405,16.644907407407405,11.555774999999999,Partly Cloudy,rain
266,2006-09-23,16.36689814814815,16.075,11.997854166666668,Mostly Cloudy,rain
267,2006-09-24,16.525694444444444,16.525694444444444,10.917812499999998,Partly Cloudy,rain
268,2006-09-25,18.46759259259259,18.46759259259259,10.768216666666667,Clear,rain
269,2006-09-26,19.10787037037037,19.077083333333334,11.826791666666667,Partly Cloudy,rain
270,2006-09-27,17.524305555555557,17.524305555555557,11.55175,Mostly Cloudy,rain
271,2006-09-28,16.897453703703704,16.897453703703704,10.864145833333334,Partly Cloudy,rain
272,2006-09-29,16.875462962962963,16.875462962962963,8.803345833333333,Clear,rain
273,2006-09-30,17.77777777777778,17.77777777777778,7.7836791666666665,Partly Cloudy,rain
274,2006-10-01,18.15162037037037,18.15162037037037,9.8049,Mostly Cloudy,rain
275,2006-10-02,18.71087962962963,18.71087962962963,11.168704166666666,Mostly Cloudy,rain
276,2006-10-03,20.869907407407407,20.828240740740743,9.749220833333332,Partly Cloudy,rain
277,2006-10-04,17.921296296296298,17.921296296296298,11.4209375,Partly Cloudy,rain
278,2006-10-05,14.069444444444445,14.069444444444445,10.31205,Mostly Cloudy,rain
279,2006-10-06,12.812962962962963,12.626388888888888,10.13495,Partly Cloudy,rain
280,2006-10-07,12.066666666666665,11.949074074074074,9.287016666666666,Partly Cloudy,rain
281,2006-10-08,13.04189814814815,12.77361111111111,11.869054166666666,Mostly Cloudy,rain
282,2006-10-09,12.844907407407407,12.564583333333333,9.9960875,Clear,rain
283,2006-10-10,12.762500000000001,12.684953703703703,10.245637499999999,Clear,rain
284,2006-10-11,13.823379629629628,13.663657407407406,10.5193375,Partly Cloudy,rain
285,2006-10-12,13.940972222222221,13.726157407407408,12.141412500000001,Partly Cloudy,rain
286,2006-10-13,11.856481481481481,11.832407407407409,10.6038625,Partly Cloudy,rain
287,2006-10-14,11.83449074074074,11.528703703703705,8.884516666666666,Partly Cloudy,rain
288,2006-10-15,11.745833333333332,11.625925925925925,8.9294625,Partly Cloudy,rain
289,2006-10-16,10.122453703703703,8.752083333333333,11.176754166666667,Partly Cloudy,rain
290,2006-10-17,5.788888888888889,4.643055555555556,11.794591666666667,Clear,rain
291,2006-10-18,7.337268518518518,6.1499999999999995,11.178095833333332,Clear,rain
292,2006-10-19,8.335185185185184,6.655787037037037,11.174741666666668,Partly Cloudy,rain
293,2006-10-20,9.370833333333334,8.053935185185185,11.7992875,Mostly Cloudy,rain
294,2006-10-21,14.18726851851852,13.776157407407409,12.028041666666667,Mostly Cloudy,rain
295,2006-10-22,13.647916666666667,13.647916666666667,11.695979166666667,Mostly Cloudy,rain
296,2006-10-23,16.77337962962963,16.724999999999998,10.782304166666668,Mostly Cloudy,rain
297,2006-10-24,18.09837962962963,18.09837962962963,10.982883333333334,Mostly Cloudy,rain
298,2006-10-25,13.85138888888889,13.829629629629629,11.303541666666666,Mostly Cloudy,rain
299,2006-10-26,14.430092592592594,14.362731481481482,11.6906125,Mostly Cloudy,rain
300,2006-10-27,14.710185185185184,14.443518518518518,10.667591666666667,Clear,rain
301,2006-10-28,14.284490740740742,14.163425925925926,8.6678375,Partly Cloudy,rain
302,2006-10-29,13.003703703703705,13.003703703703705,9.077716666666667,Mostly Cloudy,rain
303,2006-10-30,5.683796296296296,3.059259259259259,12.117933333333333,Partly Cloudy,rain
304,2006-10-31,2.109027777777778,0.3374999999999999,11.147908333333334,Mostly Cloudy,rain
305,2006-11-01,4.400462962962963,2.1796296296296296,8.3498625,Overcast,rain
306,2006-11-02,2.6282407407407407,-2.3759259259259258,11.439720833333332,Partly Cloudy,rain
307,2006-11-03,-1.2590277777777779,-5.499305555555555,12.036091666666666,Partly Cloudy,snow
308,2006-11-04,0.14699074074074062,-4.594212962962962,9.902170833333333,Partly Cloudy,rain
309,2006-11-05,6.753703703703704,2.7458333333333336,10.560929166666666,Overcast,rain
310,2006-11-06,9.579166666666667,7.086111111111111,12.468108333333333,Overcast,rain
311,2006-11-07,8.188194444444443,6.677083333333333,10.168491666666666,Partly Cloudy,rain
312,2006-11-08,6.881944444444444,6.227314814814815,4.6871125000000005,Clear,rain
313,2006-11-09,10.52962962962963,9.742129629629629,9.223958333333334,Clear,rain
314,2006-11-10,5.859027777777778,3.007870370370371,12.285641666666665,Clear,rain
315,2006-11-11,4.282407407407407,1.4361111111111111,12.183004166666668,Mostly Cloudy,rain
316,2006-11-12,5.647916666666667,3.3768518518518515,11.359891666666668,Mostly Cloudy,rain
